qiymət,yer,otaq_sayı,sahə,mərtəbə,yeni_tikili,təmirli,kupçalı,ipoteka,ünvan_tipi,mərtəbə_faktiki,mərtəbə_bina,mərtəbə_faizi,1_otaq_sahəsi
375000,8 Noyabr m.,4,150.0,4/14,1,1,1,1,m.,4,14,0.2857142857142857,37.5
250000,Elmlər Akademiyası m.,3,130.0,8/16,1,1,1,1,m.,8,16,0.5,43.333333333333336
148000,Xalqlar Dostluğu m.,3,100.0,5/5,1,1,1,1,m.,5,5,1.0,33.333333333333336
249800,Əhmədli m.,3,126.0,10/19,1,1,1,1,m.,10,19,0.5263157894736842,42.0
121000,Əhmədli q.,2,52.2,15/19,1,1,1,1,q.,15,19,0.7894736842105263,26.1
190000,Əhmədli m.,3,110.0,12/16,1,1,1,1,m.,12,16,0.75,36.666666666666664
120000,İnşaatçılar m.,2,55.0,2/12,1,1,1,1,m.,2,12,0.16666666666666666,27.5
125000,Xətai r.,3,64.0,13/19,1,1,1,1,r.,13,19,0.6842105263157895,21.333333333333332
360000,Nəsimi r.,3,186.0,3/17,1,1,1,1,r.,3,17,0.17647058823529413,62.0
260000,8-ci mikrorayon q.,3,110.0,16/17,1,1,1,1,q.,16,17,0.9411764705882353,36.666666666666664
118000,Əhmədli m.,3,80.0,15/19,1,1,1,1,m.,15,19,0.7894736842105263,26.666666666666668
61000,Masazır q.,2,56.0,5/6,1,1,1,1,q.,5,6,0.8333333333333334,28.0
62000,Yeni Yasamal q.,2,54.0,11/11,1,1,1,1,q.,11,11,1.0,27.0
650000,Nizami m.,3,140.0,8/17,1,1,1,1,m.,8,17,0.47058823529411764,46.666666666666664
128000,Yasamal r.,2,65.0,6/9,1,1,1,1,r.,6,9,0.6666666666666666,32.5
455000,Nəsimi r.,4,222.5,10/18,1,1,1,1,r.,10,18,0.5555555555555556,55.625
295000,Nizami m.,3,120.0,15/17,1,1,1,1,m.,15,17,0.8823529411764706,40.0
340000,Elmlər Akademiyası m.,3,150.0,5/22,1,1,1,1,m.,5,22,0.22727272727272727,50.0
157000,Şah İsmayıl Xətai m.,1,65.0,13/16,1,1,1,1,m.,13,16,0.8125,65.0
499000,İnşaatçılar m.,3,165.4,10/24,1,1,1,1,m.,10,24,0.4166666666666667,55.13333333333333
163000,Həzi Aslanov m.,3,84.0,6/12,1,1,1,1,m.,6,12,0.5,28.0
235000,Xalqlar Dostluğu m.,3,130.0,8/19,1,1,1,1,m.,8,19,0.42105263157894735,43.333333333333336
185000,Həzi Aslanov m.,4,127.0,12/18,1,1,1,1,m.,12,18,0.6666666666666666,31.75
180000,Xalqlar Dostluğu m.,3,105.0,3/14,1,1,1,1,m.,3,14,0.21428571428571427,35.0
340000,Nizami m.,3,127.7,6/16,1,1,1,1,m.,6,16,0.375,42.56666666666667
230000,Həzi Aslanov q.,4,153.0,20/20,1,1,1,1,q.,20,20,1.0,38.25
258900,Bakıxanov q.,3,126.0,5/16,1,1,1,1,q.,5,16,0.3125,42.0
355000,İnşaatçılar m.,4,175.0,15/15,1,1,1,1,m.,15,15,1.0,43.75
210000,İnşaatçılar m.,3,100.0,3/10,1,1,1,1,m.,3,10,0.3,33.333333333333336
260000,Şah İsmayıl Xətai m.,3,138.0,6/18,1,1,1,1,m.,6,18,0.3333333333333333,46.0
255000,Qara Qarayev m.,3,115.0,17/18,1,1,1,1,m.,17,18,0.9444444444444444,38.333333333333336
245000,Şah İsmayıl Xətai m.,3,109.0,11/18,1,1,1,1,m.,11,18,0.6111111111111112,36.333333333333336
218000,Şah İsmayıl Xətai m.,2,79.0,4/17,1,1,1,1,m.,4,17,0.23529411764705882,39.5
188000,Neftçilər m.,2,90.0,12/13,1,1,1,1,m.,12,13,0.9230769230769231,45.0
232000,Bakıxanov q.,3,102.0,3/12,1,1,1,1,q.,3,12,0.25,34.0
230000,Gənclik m.,2,90.0,6/21,1,1,1,1,m.,6,21,0.2857142857142857,45.0
149000,Azadlıq Prospekti m.,3,95.0,2/12,1,1,1,1,m.,2,12,0.16666666666666666,31.666666666666668
128000,Memar Əcəmi m.,2,55.0,5/18,1,1,1,1,m.,5,18,0.2777777777777778,27.5
122000,İnşaatçılar m.,2,61.0,9/9,1,1,1,1,m.,9,9,1.0,30.5
255000,Biləcəri q.,3,115.5,17/18,1,1,1,1,q.,17,18,0.9444444444444444,38.5
205000,Nərimanov r.,3,100.0,18/19,1,1,1,1,r.,18,19,0.9473684210526315,33.333333333333336
222000,8-ci kilometr q.,3,130.0,12/17,1,1,1,1,q.,12,17,0.7058823529411765,43.333333333333336
227000,8 Noyabr m.,3,107.7,16/19,1,1,1,1,m.,16,19,0.8421052631578947,35.9
105000,Masazır q.,3,97.7,3/12,1,1,1,1,q.,3,12,0.25,32.56666666666667
550000,Elmlər Akademiyası m.,3,170.0,5/16,1,1,1,1,m.,5,16,0.3125,56.666666666666664
125000,İnşaatçılar m.,2,60.0,13/17,1,1,1,1,m.,13,17,0.7647058823529411,30.0
270000,Badamdar q.,4,180.0,2/4,1,1,1,1,q.,2,4,0.5,45.0
255000,Qara Qarayev m.,3,115.0,17/18,1,1,1,1,m.,17,18,0.9444444444444444,38.333333333333336
365000,Nəriman Nərimanov m.,3,125.0,6/14,1,1,1,1,m.,6,14,0.42857142857142855,41.666666666666664
170000,Azadlıq Prospekti m.,3,115.0,2/15,1,1,1,1,m.,2,15,0.13333333333333333,38.333333333333336
135000,Gənclik m.,2,50.0,3/9,1,1,1,1,m.,3,9,0.3333333333333333,25.0
210000,Memar Əcəmi m.,3,132.0,2/17,1,1,1,1,m.,2,17,0.11764705882352941,44.0
150000,Badamdar q.,2,67.0,8/15,1,1,1,1,q.,8,15,0.5333333333333333,33.5
135000,Həzi Aslanov m.,2,75.0,5/16,1,1,1,1,m.,5,16,0.3125,37.5
215000,Nəriman Nərimanov m.,2,76.0,7/8,1,1,1,1,m.,7,8,0.875,38.0
130000,Nəriman Nərimanov m.,2,44.0,10/16,1,1,1,1,m.,10,16,0.625,22.0
175000,Xalqlar Dostluğu m.,3,104.0,15/16,1,1,1,1,m.,15,16,0.9375,34.666666666666664
470000,Elmlər Akademiyası m.,4,250.0,7/14,1,1,1,1,m.,7,14,0.5,62.5
181000,Qara Qarayev m.,2,70.0,11/17,1,1,1,1,m.,11,17,0.6470588235294118,35.0
230000,28 May m.,2,85.0,6/18,1,1,1,1,m.,6,18,0.3333333333333333,42.5
235000,8 Noyabr m.,3,110.0,11/20,1,1,1,1,m.,11,20,0.55,36.666666666666664
240000,Qara Qarayev m.,3,120.0,3/18,1,1,1,1,m.,3,18,0.16666666666666666,40.0
180000,Neftçilər m.,3,105.0,3/14,1,1,1,1,m.,3,14,0.21428571428571427,35.0
345000,8 Noyabr m.,3,171.0,4/16,1,1,1,1,m.,4,16,0.25,57.0
130000,İnşaatçılar m.,3,80.0,7/9,1,1,1,1,m.,7,9,0.7777777777777778,26.666666666666668
149000,Həzi Aslanov m.,2,108.0,6/15,1,1,1,1,m.,6,15,0.4,54.0
148000,İnşaatçılar m.,2,80.0,6/11,1,1,1,1,m.,6,11,0.5454545454545454,40.0
265800,28 May m.,3,95.0,8/17,1,1,1,1,m.,8,17,0.47058823529411764,31.666666666666668
166000,Nəsimi r.,2,52.6,17/20,1,1,1,1,r.,17,20,0.85,26.3
550000,Elmlər Akademiyası m.,5,260.0,3/17,1,1,1,1,m.,3,17,0.17647058823529413,52.0
239800,Qara Qarayev m.,3,120.0,3/18,1,1,1,1,m.,3,18,0.16666666666666666,40.0
270000,8 Noyabr m.,3,110.0,9/15,1,1,1,1,m.,9,15,0.6,36.666666666666664
223000,Gənclik m.,3,140.0,5/17,1,1,1,1,m.,5,17,0.29411764705882354,46.666666666666664
420000,Nizami m.,3,140.0,18/21,1,1,1,1,m.,18,21,0.8571428571428571,46.666666666666664
155000,Həzi Aslanov m.,3,97.0,13/16,1,1,1,1,m.,13,16,0.8125,32.333333333333336
155000,İnşaatçılar m.,3,80.0,14/16,1,1,1,1,m.,14,16,0.875,26.666666666666668
150000,Neftçilər m.,3,80.0,8/12,1,1,1,1,m.,8,12,0.6666666666666666,26.666666666666668
220000,Memar Əcəmi m.,2,116.0,11/14,1,1,1,1,m.,11,14,0.7857142857142857,58.0
205000,Həzi Aslanov m.,3,127.0,3/12,1,1,1,1,m.,3,12,0.25,42.333333333333336
170000,İnşaatçılar m.,3,100.0,5/17,1,1,1,1,m.,5,17,0.29411764705882354,33.333333333333336
150000,Badamdar q.,2,62.0,8/16,1,1,1,1,q.,8,16,0.5,31.0
198000,İnşaatçılar m.,2,90.0,9/19,1,1,1,1,m.,9,19,0.47368421052631576,45.0
290000,Elmlər Akademiyası m.,3,160.0,17/21,1,1,1,1,m.,17,21,0.8095238095238095,53.333333333333336
380000,Nizami m.,4,200.0,7/19,1,1,1,1,m.,7,19,0.3684210526315789,50.0
113000,20 Yanvar m.,2,47.0,16/20,1,1,1,1,m.,16,20,0.8,23.5
199000,28 May m.,2,72.0,14/17,1,1,1,1,m.,14,17,0.8235294117647058,36.0
180000,Neftçilər m.,3,105.0,3/14,1,1,1,1,m.,3,14,0.21428571428571427,35.0
450000,Elmlər Akademiyası m.,5,250.0,15/17,1,1,1,1,m.,15,17,0.8823529411764706,50.0
417500,Nəsimi r.,3,120.0,3/17,1,1,1,1,r.,3,17,0.17647058823529413,40.0
195000,Nərimanov r.,2,90.0,17/18,1,1,1,1,r.,17,18,0.9444444444444444,45.0
340000,Nəsimi r.,3,172.0,7/17,1,1,1,1,r.,7,17,0.4117647058823529,57.333333333333336
247500,Nəriman Nərimanov m.,3,145.0,7/17,1,1,1,1,m.,7,17,0.4117647058823529,48.333333333333336
270000,Neftçilər m.,4,180.0,2/16,1,1,1,1,m.,2,16,0.125,45.0
145000,Həzi Aslanov m.,2,76.0,3/17,1,1,1,1,m.,3,17,0.17647058823529413,38.0
128000,Memar Əcəmi m.,2,55.0,5/17,1,1,1,1,m.,5,17,0.29411764705882354,27.5
350000,Nəsimi r.,4,136.0,15/17,1,1,1,1,r.,15,17,0.8823529411764706,34.0
320000,8 Noyabr m.,4,130.0,5/14,1,1,1,1,m.,5,14,0.35714285714285715,32.5
135000,Bakıxanov q.,2,92.0,18/19,1,1,1,1,q.,18,19,0.9473684210526315,46.0
259999,Səbail r.,3,120.0,15/20,1,1,1,1,r.,15,20,0.75,40.0
227000,Səbail r.,3,134.4,14/16,1,1,1,1,r.,14,16,0.875,44.800000000000004
268000,İnşaatçılar m.,2,90.0,6/19,1,1,1,1,m.,6,19,0.3157894736842105,45.0
255000,20 Yanvar m.,3,128.0,16/18,1,1,1,1,m.,16,18,0.8888888888888888,42.666666666666664
220000,Şah İsmayıl Xətai m.,3,95.0,3/16,1,1,1,1,m.,3,16,0.1875,31.666666666666668
268000,Neftçilər m.,3,137.0,18/19,1,1,1,1,m.,18,19,0.9473684210526315,45.666666666666664
188000,Neftçilər m.,2,91.0,12/14,1,1,1,1,m.,12,14,0.8571428571428571,45.5
350000,Nəriman Nərimanov m.,3,148.0,6/12,1,1,1,1,m.,6,12,0.5,49.333333333333336
245000,Nəriman Nərimanov m.,3,118.0,16/16,1,1,1,1,m.,16,16,1.0,39.333333333333336
183000,İnşaatçılar m.,3,103.0,14/15,1,1,1,1,m.,14,15,0.9333333333333333,34.333333333333336
130000,Neftçilər m.,2,82.0,4/10,1,1,1,1,m.,4,10,0.4,41.0
192000,İnşaatçılar m.,2,90.0,11/21,1,1,1,1,m.,11,21,0.5238095238095238,45.0
335000,Şah İsmayıl Xətai m.,3,126.0,7/19,1,1,1,1,m.,7,19,0.3684210526315789,42.0
125000,İnşaatçılar m.,2,64.0,14/18,1,1,1,1,m.,14,18,0.7777777777777778,32.0
250000,Elmlər Akademiyası m.,3,137.0,9/17,1,1,1,1,m.,9,17,0.5294117647058824,45.666666666666664
340000,Şah İsmayıl Xətai m.,3,156.0,10/16,1,1,1,1,m.,10,16,0.625,52.0
135000,İnşaatçılar m.,2,64.0,14/18,1,1,1,1,m.,14,18,0.7777777777777778,32.0
157900,Əhmədli m.,3,105.0,15/16,1,1,1,1,m.,15,16,0.9375,35.0
250000,Elmlər Akademiyası m.,3,130.0,8/16,1,1,1,1,m.,8,16,0.5,43.333333333333336
155000,İnşaatçılar m.,2,78.0,14/16,1,1,1,1,m.,14,16,0.875,39.0
145000,İnşaatçılar m.,2,90.0,3/16,1,1,1,1,m.,3,16,0.1875,45.0
145000,9-cu mikrorayon q.,3,86.0,5/18,1,1,1,1,q.,5,18,0.2777777777777778,28.666666666666668
185000,Həzi Aslanov m.,4,130.0,12/17,1,1,1,1,m.,12,17,0.7058823529411765,32.5
172000,Memar Əcəmi m.,2,92.0,12/17,1,1,1,1,m.,12,17,0.7058823529411765,46.0
108000,Həzi Aslanov q.,2,52.0,2/17,1,1,1,1,q.,2,17,0.11764705882352941,26.0
380000,28 May m.,4,185.0,15/16,1,1,1,1,m.,15,16,0.9375,46.25
319000,İçəri Şəhər m.,3,117.0,6/16,1,1,1,1,m.,6,16,0.375,39.0
79500,Hövsan q.,3,70.0,2/7,1,1,1,1,q.,2,7,0.2857142857142857,23.333333333333332
345000,Gənclik m.,4,195.0,2/16,1,1,1,1,m.,2,16,0.125,48.75
175000,Neftçilər m.,3,107.0,5/10,1,1,1,1,m.,5,10,0.5,35.666666666666664
180000,Koroğlu m.,3,175.0,9/15,1,1,1,1,m.,9,15,0.6,58.333333333333336
155000,Xətai r.,3,94.0,13/17,1,1,1,1,r.,13,17,0.7647058823529411,31.333333333333332
115000,Məmmədli q.,3,110.0,4/10,1,1,1,1,q.,4,10,0.4,36.666666666666664
210000,Xətai r.,3,100.0,4/17,1,1,1,1,r.,4,17,0.23529411764705882,33.333333333333336
109500,Neftçilər m.,2,50.0,4/16,1,1,1,1,m.,4,16,0.25,25.0
192000,Nəriman Nərimanov m.,2,74.0,6/17,1,1,1,1,m.,6,17,0.35294117647058826,37.0
145000,İnşaatçılar m.,2,90.0,3/16,1,1,1,1,m.,3,16,0.1875,45.0
172000,Memar Əcəmi m.,2,92.0,12/17,1,1,1,1,m.,12,17,0.7058823529411765,46.0
155000,Həzi Aslanov m.,2,84.0,4/17,1,1,1,1,m.,4,17,0.23529411764705882,42.0
179000,Azadlıq Prospekti m.,2,70.0,13/18,1,1,1,1,m.,13,18,0.7222222222222222,35.0
135000,İnşaatçılar m.,2,64.0,14/18,1,1,1,1,m.,14,18,0.7777777777777778,32.0
450000,Gənclik m.,3,130.5,12/15,1,1,1,1,m.,12,15,0.8,43.5
325000,Nəriman Nərimanov m.,3,145.0,9/17,1,1,1,1,m.,9,17,0.5294117647058824,48.333333333333336
121000,Yasamal q.,2,65.0,9/9,1,1,1,1,q.,9,9,1.0,32.5
230000,Memar Əcəmi m.,3,130.5,8/13,1,1,1,1,m.,8,13,0.6153846153846154,43.5
130000,Sabunçu r.,3,85.0,7/19,1,1,1,1,r.,7,19,0.3684210526315789,28.333333333333332
115000,Sabunçu r.,3,77.0,18/20,1,1,1,1,r.,18,20,0.9,25.666666666666668
235000,İnşaatçılar m.,3,130.0,9/16,1,1,1,1,m.,9,16,0.5625,43.333333333333336
235000,Azadlıq Prospekti m.,3,110.0,9/11,1,1,1,1,m.,9,11,0.8181818181818182,36.666666666666664
217000,Nəriman Nərimanov m.,3,130.0,19/20,1,1,1,1,m.,19,20,0.95,43.333333333333336
345000,Gənclik m.,4,195.0,3/17,1,1,1,1,m.,3,17,0.17647058823529413,48.75
190000,Nəsimi r.,2,54.0,6/17,1,1,1,1,r.,6,17,0.35294117647058826,27.0
130000,Yasamal r.,2,62.0,7/9,1,1,1,1,r.,7,9,0.7777777777777778,31.0
370000,Nəsimi r.,4,196.0,3/18,1,1,1,1,r.,3,18,0.16666666666666666,49.0
350000,Nəriman Nərimanov m.,3,150.0,15/19,1,1,1,1,m.,15,19,0.7894736842105263,50.0
185000,Köhnə Günəşli q.,3,127.0,4/16,1,1,1,1,q.,4,16,0.25,42.333333333333336
135000,Həzi Aslanov m.,3,60.0,3/19,1,1,1,1,m.,3,19,0.15789473684210525,20.0
229800,Nizami r.,3,142.0,8/18,1,1,1,1,r.,8,18,0.4444444444444444,47.333333333333336
283000,Əhmədli m.,5,150.0,12/15,1,1,1,1,m.,12,15,0.8,30.0
145000,Bakıxanov q.,2,60.0,2/16,1,1,1,1,q.,2,16,0.125,30.0
345000,Gənclik m.,4,205.0,2/16,1,1,1,1,m.,2,16,0.125,51.25
287000,Xətai r.,4,152.0,7/20,1,1,1,1,r.,7,20,0.35,38.0
270000,İnşaatçılar m.,3,100.0,4/19,1,1,1,1,m.,4,19,0.21052631578947367,33.333333333333336
148000,Həzi Aslanov m.,2,65.0,7/13,1,1,1,1,m.,7,13,0.5384615384615384,32.5
185000,Şah İsmayıl Xətai m.,2,55.0,9/16,1,1,1,1,m.,9,16,0.5625,27.5
240000,Qara Qarayev m.,4,132.0,2/13,1,1,1,1,m.,2,13,0.15384615384615385,33.0
345000,Nərimanov r.,4,195.0,2/16,1,1,1,1,r.,2,16,0.125,48.75
139000,Xətai r.,3,73.0,20/20,1,1,1,1,r.,20,20,1.0,24.333333333333332
325000,8 Noyabr m.,2,103.0,6/27,1,1,1,1,m.,6,27,0.2222222222222222,51.5
162500,Həzi Aslanov m.,2,84.0,4/16,1,1,1,1,m.,4,16,0.25,42.0
205000,Xətai r.,3,100.0,19/19,1,1,1,1,r.,19,19,1.0,33.333333333333336
140000,Memar Əcəmi m.,2,58.0,2/19,1,1,1,1,m.,2,19,0.10526315789473684,29.0
175000,İnşaatçılar m.,2,62.0,3/19,1,1,1,1,m.,3,19,0.15789473684210525,31.0
270000,Elmlər Akademiyası m.,3,120.0,7/16,1,1,1,1,m.,7,16,0.4375,40.0
395000,İnşaatçılar m.,4,148.0,21/27,1,1,1,1,m.,21,27,0.7777777777777778,37.0
210000,Xətai r.,3,100.0,4/19,1,1,1,1,r.,4,19,0.21052631578947367,33.333333333333336
325000,8 Noyabr m.,2,103.0,6/27,1,1,1,1,m.,6,27,0.2222222222222222,51.5
175000,Həzi Aslanov m.,3,105.0,7/17,1,1,1,1,m.,7,17,0.4117647058823529,35.0
225000,Şah İsmayıl Xətai m.,3,110.0,8/16,1,1,1,1,m.,8,16,0.5,36.666666666666664
128000,Neftçilər m.,2,70.0,5/19,1,1,1,1,m.,5,19,0.2631578947368421,35.0
204000,Həzi Aslanov m.,3,130.0,10/14,1,1,1,1,m.,10,14,0.7142857142857143,43.333333333333336
195000,Neftçilər m.,3,135.0,7/17,1,1,1,1,m.,7,17,0.4117647058823529,45.0
146000,Yeni Yasamal q.,3,109.0,21/21,1,1,1,1,q.,21,21,1.0,36.333333333333336
119500,Neftçilər m.,2,73.0,14/17,1,1,1,1,m.,14,17,0.8235294117647058,36.5
160000,8-ci kilometr q.,3,102.0,6/6,1,1,1,1,q.,6,6,1.0,34.0
107000,Lökbatan q.,3,65.0,11/12,1,1,1,1,q.,11,12,0.9166666666666666,21.666666666666668
102000,Xətai r.,2,73.0,3/16,1,1,1,1,r.,3,16,0.1875,36.5
280000,Nizami r.,3,130.0,8/13,1,1,1,1,r.,8,13,0.6153846153846154,43.333333333333336
238000,Nəriman Nərimanov m.,3,101.0,11/19,1,1,1,1,m.,11,19,0.5789473684210527,33.666666666666664
145000,Sabunçu r.,1,60.0,2/15,1,1,1,1,r.,2,15,0.13333333333333333,60.0
400000,Nəriman Nərimanov m.,3,145.0,6/16,1,1,1,1,m.,6,16,0.375,48.333333333333336
1100000,Elmlər Akademiyası m.,4,218.0,17/22,1,1,1,1,m.,17,22,0.7727272727272727,54.5
125000,Həzi Aslanov m.,2,57.0,17/20,1,1,1,1,m.,17,20,0.85,28.5
480000,İnşaatçılar m.,4,202.0,5/17,1,1,1,1,m.,5,17,0.29411764705882354,50.5
350000,İnşaatçılar m.,5,259.0,5/12,1,1,1,1,m.,5,12,0.4166666666666667,51.8
340000,İnşaatçılar m.,3,115.0,5/19,1,1,1,1,m.,5,19,0.2631578947368421,38.333333333333336
210000,Şah İsmayıl Xətai m.,2,80.0,6/17,1,1,1,1,m.,6,17,0.35294117647058826,40.0
132000,İnşaatçılar m.,2,53.0,10/11,1,1,1,1,m.,10,11,0.9090909090909091,26.5
200000,Nəriman Nərimanov m.,3,101.0,8/21,1,1,1,1,m.,8,21,0.38095238095238093,33.666666666666664
146000,İnşaatçılar m.,3,95.0,10/12,1,1,1,1,m.,10,12,0.8333333333333334,31.666666666666668
170000,Azadlıq Prospekti m.,2,88.0,15/17,1,1,1,1,m.,15,17,0.8823529411764706,44.0
269000,Həzi Aslanov m.,4,155.0,20/20,1,1,1,1,m.,20,20,1.0,38.75
152000,Bakıxanov q.,3,110.0,9/16,1,1,1,1,q.,9,16,0.5625,36.666666666666664
169000,İnşaatçılar m.,3,96.0,6/12,1,1,1,1,m.,6,12,0.5,32.0
160000,Nizami r.,2,70.0,5/16,1,1,1,1,r.,5,16,0.3125,35.0
320000,Elmlər Akademiyası m.,3,105.0,17/18,1,1,1,1,m.,17,18,0.9444444444444444,35.0
410000,8 Noyabr m.,3,146.0,8/27,1,1,1,1,m.,8,27,0.2962962962962963,48.666666666666664
460000,8 Noyabr m.,4,178.0,6/27,1,1,1,1,m.,6,27,0.2222222222222222,44.5
360000,8 Noyabr m.,3,147.0,22/27,1,1,1,1,m.,22,27,0.8148148148148148,49.0
270000,Nəsimi r.,3,110.0,9/18,1,1,1,1,r.,9,18,0.5,36.666666666666664
612000,Şah İsmayıl Xətai m.,4,184.0,5/18,1,1,1,1,m.,5,18,0.2777777777777778,46.0
138000,Memar Əcəmi m.,2,68.0,5/16,1,1,1,1,m.,5,16,0.3125,34.0
170000,Həzi Aslanov m.,4,128.0,16/17,1,1,1,1,m.,16,17,0.9411764705882353,32.0
650000,28 May m.,4,210.0,12/19,1,1,1,1,m.,12,19,0.631578947368421,52.5
300000,8 Noyabr m.,3,147.0,14/16,1,1,1,1,m.,14,16,0.875,49.0
225000,Nəsimi r.,2,95.5,9/14,1,1,1,1,r.,9,14,0.6428571428571429,47.75
250000,Badamdar q.,3,113.0,4/17,1,1,1,1,q.,4,17,0.23529411764705882,37.666666666666664
200000,Həzi Aslanov m.,3,130.0,2/17,1,1,1,1,m.,2,17,0.11764705882352941,43.333333333333336
379500,Elmlər Akademiyası m.,4,210.0,13/20,1,1,1,1,m.,13,20,0.65,52.5
299000,Şah İsmayıl Xətai m.,3,130.0,9/18,1,1,1,1,m.,9,18,0.5,43.333333333333336
146000,Yeni Yasamal q.,3,109.0,21/21,1,1,1,1,q.,21,21,1.0,36.333333333333336
370000,Nəsimi r.,3,200.0,16/18,1,1,1,1,r.,16,18,0.8888888888888888,66.66666666666667
220000,28 May m.,3,70.0,4/16,1,1,1,1,m.,4,16,0.25,23.333333333333332
204000,Xətai r.,3,127.0,10/13,1,1,1,1,r.,10,13,0.7692307692307693,42.333333333333336
185000,Memar Əcəmi m.,3,103.0,14/17,1,1,1,1,m.,14,17,0.8235294117647058,34.333333333333336
230000,Nəsimi r.,3,83.0,3/15,1,1,1,1,r.,3,15,0.2,27.666666666666668
290000,8 Noyabr m.,3,145.0,11/17,1,1,1,1,m.,11,17,0.6470588235294118,48.333333333333336
285000,Nərimanov r.,3,130.0,10/16,1,1,1,1,r.,10,16,0.625,43.333333333333336
285000,28 May m.,3,96.0,14/18,1,1,1,1,m.,14,18,0.7777777777777778,32.0
120000,Neftçilər m.,2,66.0,15/17,1,1,1,1,m.,15,17,0.8823529411764706,33.0
500000,Nizami m.,5,245.0,8/17,1,1,1,1,m.,8,17,0.47058823529411764,49.0
248000,8 Noyabr m.,3,145.0,15/17,1,1,1,1,m.,15,17,0.8823529411764706,48.333333333333336
148000,Həzi Aslanov m.,2,70.0,13/15,1,1,1,1,m.,13,15,0.8666666666666667,35.0
348000,Nərimanov r.,4,174.0,13/21,1,1,1,1,r.,13,21,0.6190476190476191,43.5
132000,9-cu mikrorayon q.,2,68.0,19/19,1,1,1,1,q.,19,19,1.0,34.0
436000,Elmlər Akademiyası m.,4,160.5,13/19,1,1,1,1,m.,13,19,0.6842105263157895,40.125
145000,9-cu mikrorayon q.,3,90.0,5/18,1,1,1,1,q.,5,18,0.2777777777777778,30.0
555000,8 Noyabr m.,5,250.5,19/20,1,1,1,1,m.,19,20,0.95,50.1
455000,Nizami m.,4,155.5,4/20,1,1,1,1,m.,4,20,0.2,38.875
95000,20 Yanvar m.,1,40.0,6/19,1,1,1,1,m.,6,19,0.3157894736842105,40.0
230000,İnşaatçılar m.,3,126.0,14/17,1,1,1,1,m.,14,17,0.8235294117647058,42.0
355000,Gənclik m.,3,147.0,9/16,1,1,1,1,m.,9,16,0.5625,49.0
175000,Qara Qarayev m.,2,76.0,7/13,1,1,1,1,m.,7,13,0.5384615384615384,38.0
235000,Nəsimi r.,2,54.0,15/17,1,1,1,1,r.,15,17,0.8823529411764706,27.0
235000,Memar Əcəmi m.,3,134.0,10/16,1,1,1,1,m.,10,16,0.625,44.666666666666664
270000,Qara Qarayev m.,3,125.0,14/19,1,1,1,1,m.,14,19,0.7368421052631579,41.666666666666664
250000,İnşaatçılar m.,3,137.0,15/19,1,1,1,1,m.,15,19,0.7894736842105263,45.666666666666664
300000,İnşaatçılar m.,3,143.0,7/18,1,1,1,1,m.,7,18,0.3888888888888889,47.666666666666664
123000,İnşaatçılar m.,2,65.0,6/11,1,1,1,1,m.,6,11,0.5454545454545454,32.5
132000,İnşaatçılar m.,2,53.0,10/11,1,1,1,1,m.,10,11,0.9090909090909091,26.5
228000,Nərimanov r.,2,84.0,7/17,1,1,1,1,r.,7,17,0.4117647058823529,42.0
118000,Neftçilər m.,2,66.0,12/17,1,1,1,1,m.,12,17,0.7058823529411765,33.0
158000,Həzi Aslanov m.,3,75.0,1/12,1,1,1,1,m.,1,12,0.08333333333333333,25.0
135000,Xalqlar Dostluğu m.,2,87.0,4/11,1,1,1,1,m.,4,11,0.36363636363636365,43.5
89900,Sahil q.,3,85.0,7/10,1,1,1,1,q.,7,10,0.7,28.333333333333332
129900,Nəriman Nərimanov m.,2,44.0,10/18,1,1,1,1,m.,10,18,0.5555555555555556,22.0
395000,8 Noyabr m.,4,148.0,21/27,1,1,1,1,m.,21,27,0.7777777777777778,37.0
126000,Yasamal q.,2,60.0,6/12,1,1,1,1,q.,6,12,0.5,30.0
145000,Memar Əcəmi m.,3,65.0,2/17,1,1,1,1,m.,2,17,0.11764705882352941,21.666666666666668
260000,Nəriman Nərimanov m.,3,130.0,17/19,1,1,1,1,m.,17,19,0.8947368421052632,43.333333333333336
214000,Nəriman Nərimanov m.,2,78.0,7/8,1,1,1,1,m.,7,8,0.875,39.0
245000,Neftçilər m.,4,120.0,16/17,1,1,1,1,m.,16,17,0.9411764705882353,30.0
390000,Şah İsmayıl Xətai m.,3,130.0,13/20,1,1,1,1,m.,13,20,0.65,43.333333333333336
142000,Neftçilər m.,2,80.0,6/12,1,1,1,1,m.,6,12,0.5,40.0
310000,Şah İsmayıl Xətai m.,3,120.0,5/16,1,1,1,1,m.,5,16,0.3125,40.0
280000,Şah İsmayıl Xətai m.,3,160.0,16/16,1,1,1,1,m.,16,16,1.0,53.333333333333336
250000,Şah İsmayıl Xətai m.,3,140.0,16/16,1,1,1,1,m.,16,16,1.0,46.666666666666664
126500,Yasamal r.,2,65.0,7/9,1,1,1,1,r.,7,9,0.7777777777777778,32.5
380000,Şah İsmayıl Xətai m.,3,142.0,17/17,1,1,1,1,m.,17,17,1.0,47.333333333333336
225000,Şah İsmayıl Xətai m.,3,109.0,8/16,1,1,1,1,m.,8,16,0.5,36.333333333333336
87500,20 Yanvar m.,1,29.8,9/20,1,1,0,1,m.,9,20,0.45,29.8
